_id,city,email,coordinates0,coordinates1,locationType,name,picture
5a0c6789fd3eb67969316cd1,Rabat,leilaware@bitendrex.com,-6.80479,33.83069,Point,Bitendrex,http://placehold.it/150x150
5a0c6789fd3eb67969316cd2,Rabat,leilaware@assitia.com,-6.75229,33.94719,Point,Assitia,http://placehold.it/150x150
5a0c6789fd3eb67969316cd3,Rabat,leilaware@apexia.com,-6.81765,33.91963,Point,Apexia,http://placehold.it/150x150
5a0c6789fd3eb67969316cd4,Rabat,leilaware@hopeli.com,-6.75449,33.85677,Point,Hopeli,http://placehold.it/150x150
5a0c6789fd3eb67969316cd5,Rabat,leilaware@tingles.com,-6.8379,33.93353,Point,Tingles,http://placehold.it/150x150
5a0c6789fd3eb67969316cd6,Rabat,leilaware@frosnex.com,-6.76316,33.86427,Point,Frosnex,http://placehold.it/150x150
5a0c6789fd3eb67969316cd7,Rabat,leilaware@polarax.com,-6.77299,33.95444,Point,Polarax,http://placehold.it/150x150
5a0c6789fd3eb67969316cd8,Rabat,leilaware@cujo.com,-6.83668,33.90277,Point,Cujo,http://placehold.it/150x150
5a0c6789fd3eb67969316cd9,Rabat,leilaware@homelux.com,-6.82306,33.90954,Point,Homelux,http://placehold.it/150x150
5a0c6789fd3eb67969316cda,Rabat,leilaware@corecom.com,-6.80748,33.82309,Point,Corecom,http://placehold.it/150x150
5a0c6797fd3eb67969316cdb,Rabat,leilaware@aquazure.com,-6.82145,33.8112,Point,Aquazure,http://placehold.it/150x150
5a0c6797fd3eb67969316cdc,Rabat,leilaware@bovis.com,-6.84044,33.812,Point,Bovis,http://placehold.it/150x150
5a0c6797fd3eb67969316cdd,Rabat,leilaware@nixelt.com,-6.7784,33.80491,Point,Nixelt,http://placehold.it/150x150
5a0c6797fd3eb67969316cde,Rabat,leilaware@combot.com,-6.78045,33.8831,Point,Combot,http://placehold.it/150x150
5a0c6797fd3eb67969316cdf,Rabat,leilaware@radiantix.com,-6.75229,33.95034,Point,Radiantix,http://placehold.it/150x150
5a0c6797fd3eb67969316ce0,Rabat,leilaware@musaphics.com,-6.76087,33.92329,Point,Musaphics,http://placehold.it/150x150
5a0c6797fd3eb67969316ce1,Rabat,leilaware@zentury.com,-6.75854,33.87839,Point,Zentury,http://placehold.it/150x150
5a0c6797fd3eb67969316ce2,Rabat,leilaware@genmom.com,-6.79387,33.83957,Point,Genmom,http://placehold.it/150x150
5a0c6797fd3eb67969316ce3,Rabat,leilaware@dymi.com,-6.84418,33.85318,Point,Dymi,http://placehold.it/150x150
5a0c6797fd3eb67969316ce4,Rabat,leilaware@exoswitch.com,-6.74934,33.82365,Point,Exoswitch,http://placehold.it/150x150
5a0c6797fd3eb67969316ce5,Rabat,leilaware@verbus.com,-6.83603,33.89594,Point,Verbus,http://placehold.it/150x150
5a0c6797fd3eb67969316ce6,Rabat,leilaware@inquala.com,-6.8438,33.8434,Point,Inquala,http://placehold.it/150x150
5a0c6797fd3eb67969316ce7,Rabat,leilaware@fangold.com,-6.83297,33.96749,Point,Fangold,http://placehold.it/150x150
5a0c6797fd3eb67969316ce8,Rabat,leilaware@lotron.com,-6.81209,33.87673,Point,Lotron,http://placehold.it/150x150
5a0c67cafd3eb67969316ce9,Rabat,leilaware@gronk.com,-6.83079,33.9722,Point,Gronk,http://placehold.it/150x150
5a0c67cafd3eb67969316cea,Rabat,leilaware@snorus.com,-6.84665,33.8618,Point,Snorus,http://placehold.it/150x150
5a0c67cafd3eb67969316ceb,Rabat,leilaware@musaphics.com,-6.78246,33.91788,Point,Musaphics,http://placehold.it/150x150
5a0c67cafd3eb67969316cec,Rabat,leilaware@zolavo.com,-6.8301,33.82438,Point,Zolavo,http://placehold.it/150x150
5a0c67cafd3eb67969316ced,Rabat,leilaware@orbean.com,-6.83871,33.80629,Point,Orbean,http://placehold.it/150x150
5a0c67cafd3eb67969316cee,Rabat,leilaware@scentric.com,-6.83326,33.96551,Point,Scentric,http://placehold.it/150x150
5a0c67cafd3eb67969316cef,Rabat,leilaware@zorromop.com,-6.83456,33.93267,Point,Zorromop,http://placehold.it/150x150
5a0c67cafd3eb67969316cf0,Rabat,leilaware@empirica.com,-6.79357,33.9909,Point,Empirica,http://placehold.it/150x150
5a0c67cafd3eb67969316cf1,Rabat,leilaware@terragen.com,-6.79704,33.81158,Point,Terragen,http://placehold.it/150x150
5a0c67cafd3eb67969316cf2,Rabat,leilaware@zaggles.com,-6.79283,33.80759,Point,Zaggles,http://placehold.it/150x150
5a0c67cafd3eb67969316cf3,Rabat,leilaware@furnafix.com,-6.82956,33.91959,Point,Furnafix,http://placehold.it/150x150
5a0c67cafd3eb67969316cf4,Rabat,leilaware@quilch.com,-6.80042,33.87388,Point,Quilch,http://placehold.it/150x150
5a0c67cafd3eb67969316cf5,Rabat,leilaware@zentime.com,-6.81954,33.8559,Point,Zentime,http://placehold.it/150x150
5a0c67cafd3eb67969316cf6,Rabat,leilaware@irack.com,-6.79309,33.98909,Point,Irack,http://placehold.it/150x150
5a0c67e9fd3eb67969316cf7,Rabat,leilaware@multron.com,-6.80932,33.97945,Point,Multron,http://placehold.it/150x150
5a0c67e9fd3eb67969316cf8,Rabat,leilaware@soprano.com,-6.75435,33.83201,Point,Soprano,http://placehold.it/150x150
5a0c67e9fd3eb67969316cf9,Rabat,leilaware@kneedles.com,-6.78704,33.90884,Point,Kneedles,http://placehold.it/150x150
5a0c67e9fd3eb67969316cfa,Rabat,leilaware@inear.com,-6.79758,33.81992,Point,Inear,http://placehold.it/150x150
5a0c67e9fd3eb67969316cfb,Rabat,leilaware@zenco.com,-6.82355,33.93512,Point,Zenco,http://placehold.it/150x150
5a0c67e9fd3eb67969316cfc,Rabat,leilaware@extragene.com,-6.83153,33.8133,Point,Extragene,http://placehold.it/150x150
5a0c67e9fd3eb67969316cfd,Rabat,leilaware@megall.com,-6.83357,33.93788,Point,Megall,http://placehold.it/150x150
5a0c67e9fd3eb67969316cfe,Rabat,leilaware@klugger.com,-6.79661,33.90053,Point,Klugger,http://placehold.it/150x150
5a0c67e9fd3eb67969316cff,Rabat,leilaware@zipak.com,-6.74736,33.81514,Point,Zipak,http://placehold.it/150x150
5a0c67e9fd3eb67969316d00,Rabat,leilaware@quotezart.com,-6.78849,33.99337,Point,Quotezart,http://placehold.it/150x150
5a0c67e9fd3eb67969316d01,Rabat,leilaware@imaginart.com,-6.81157,33.99564,Point,Imaginart,http://placehold.it/150x150
5a0c67e9fd3eb67969316d02,Rabat,leilaware@zenolux.com,-6.76269,33.83833,Point,Zenolux,http://placehold.it/150x150
5a0c67e9fd3eb67969316d03,Rabat,leilaware@newcube.com,-6.83287,33.96337,Point,Newcube,http://placehold.it/150x150
5a0c67e9fd3eb67969316d04,Rabat,leilaware@isodrive.com,-6.84503,33.91952,Point,Isodrive,http://placehold.it/150x150
5a0c67e9fd3eb67969316d05,Rabat,leilaware@geekosis.com,-6.81826,33.84792,Point,Geekosis,http://placehold.it/150x150
5a0c67e9fd3eb67969316d06,Rabat,leilaware@diginetic.com,-6.84502,33.92325,Point,Diginetic,http://placehold.it/150x150
5a0c67e9fd3eb67969316d07,Rabat,leilaware@ultrimax.com,-6.75473,33.84333,Point,Ultrimax,http://placehold.it/150x150
5a0c680afd3eb67969316d08,Rabat,leilaware@valreda.com,-6.83789,33.86515,Point,Valreda,http://placehold.it/150x150
5a0c680afd3eb67969316d09,Rabat,leilaware@recritube.com,-6.78916,33.87576,Point,Recritube,http://placehold.it/150x150
5a0c680afd3eb67969316d0a,Rabat,leilaware@datagen.com,-6.83263,33.91399,Point,Datagen,http://placehold.it/150x150
5a0c680afd3eb67969316d0b,Rabat,leilaware@animalia.com,-6.7483,33.86793,Point,Animalia,http://placehold.it/150x150
5a0c680afd3eb67969316d0c,Rabat,leilaware@limage.com,-6.84039,33.97518,Point,Limage,http://placehold.it/150x150
5a0c680afd3eb67969316d0d,Rabat,leilaware@zanilla.com,-6.79739,33.80084,Point,Zanilla,http://placehold.it/150x150
5a0c680afd3eb67969316d0e,Rabat,leilaware@proflex.com,-6.82649,33.80586,Point,Proflex,http://placehold.it/150x150
5a0c680afd3eb67969316d0f,Rabat,leilaware@firewax.com,-6.76472,33.96184,Point,Firewax,http://placehold.it/150x150
5a0c680afd3eb67969316d10,Rabat,leilaware@multiflex.com,-6.78845,33.96487,Point,Multiflex,http://placehold.it/150x150
5a0c680afd3eb67969316d11,Rabat,leilaware@colaire.com,-6.84288,33.91697,Point,Colaire,http://placehold.it/150x150
5a0c680afd3eb67969316d12,Rabat,leilaware@cinesanct.com,-6.82376,33.90647,Point,Cinesanct,http://placehold.it/150x150
5a0c680afd3eb67969316d13,Rabat,leilaware@illumity.com,-6.77704,33.84155,Point,Illumity,http://placehold.it/150x150
5a0c680afd3eb67969316d14,Rabat,leilaware@futuris.com,-6.74868,33.84807,Point,Futuris,http://placehold.it/150x150
5a0c680afd3eb67969316d15,Rabat,leilaware@mediot.com,-6.80163,33.87195,Point,Mediot,http://placehold.it/150x150
5a0c680afd3eb67969316d16,Rabat,leilaware@corporana.com,-6.77783,33.84444,Point,Corporana,http://placehold.it/150x150
5a0c680afd3eb67969316d17,Rabat,leilaware@intergeek.com,-6.83708,33.94228,Point,Intergeek,http://placehold.it/150x150
5a0c6817fd3eb67969316d18,Rabat,leilaware@quordate.com,-6.79025,33.88059,Point,Quordate,http://placehold.it/150x150
5a0c6817fd3eb67969316d19,Rabat,leilaware@anarco.com,-6.76527,33.94852,Point,Anarco,http://placehold.it/150x150
5a0c6817fd3eb67969316d1a,Rabat,leilaware@medalert.com,-6.83038,33.81058,Point,Medalert,http://placehold.it/150x150
5a0c6817fd3eb67969316d1b,Rabat,leilaware@gonkle.com,-6.76673,33.84282,Point,Gonkle,http://placehold.it/150x150
5a0c6817fd3eb67969316d1c,Rabat,leilaware@callflex.com,-6.84022,33.96167,Point,Callflex,http://placehold.it/150x150
5a0c6817fd3eb67969316d1d,Rabat,leilaware@terascape.com,-6.82571,33.86166,Point,Terascape,http://placehold.it/150x150
5a0c6817fd3eb67969316d1e,Rabat,leilaware@zilencio.com,-6.77078,33.92877,Point,Zilencio,http://placehold.it/150x150
5a0c6817fd3eb67969316d1f,Rabat,leilaware@digiprint.com,-6.82542,33.85383,Point,Digiprint,http://placehold.it/150x150
5a0c6817fd3eb67969316d20,Rabat,leilaware@navir.com,-6.83166,33.93683,Point,Navir,http://placehold.it/150x150
5a0c6817fd3eb67969316d21,Rabat,leilaware@capscreen.com,-6.76421,33.89753,Point,Capscreen,http://placehold.it/150x150
5a0c6817fd3eb67969316d22,Rabat,leilaware@bezal.com,-6.79756,33.92858,Point,Bezal,http://placehold.it/150x150
5a0c6817fd3eb67969316d23,Rabat,leilaware@insurety.com,-6.84015,33.97918,Point,Insurety,http://placehold.it/150x150
5a0c6817fd3eb67969316d24,Rabat,leilaware@deminimum.com,-6.81579,33.80807,Point,Deminimum,http://placehold.it/150x150
5a0c6817fd3eb67969316d25,Rabat,leilaware@insectus.com,-6.77309,33.90475,Point,Insectus,http://placehold.it/150x150
5a0c6817fd3eb67969316d26,Rabat,leilaware@slambda.com,-6.82149,33.92087,Point,Slambda,http://placehold.it/150x150
5a0c6817fd3eb67969316d27,Rabat,leilaware@bisba.com,-6.79137,33.84051,Point,Bisba,http://placehold.it/150x150
5a0c6817fd3eb67969316d28,Rabat,leilaware@zoarere.com,-6.76169,33.96976,Point,Zoarere,http://placehold.it/150x150
5a0c6817fd3eb67969316d29,Rabat,leilaware@rubadub.com,-6.75018,33.92082,Point,Rubadub,http://placehold.it/150x150
5a0c6817fd3eb67969316d2a,Rabat,leilaware@fitcore.com,-6.81239,33.8375,Point,Fitcore,http://placehold.it/150x150
5a0c6817fd3eb67969316d2b,Rabat,leilaware@mixers.com,-6.84393,33.99179,Point,Mixers,http://placehold.it/150x150
5a0c687dfd3eb67969316d2c,Rabat,leilaware@exozent.com,-6.79665,33.90796,Point,Exozent,http://placehold.it/150x150
5a0c687dfd3eb67969316d2d,Rabat,leilaware@koffee.com,-6.80304,33.93513,Point,Koffee,http://placehold.it/150x150
5a0c687dfd3eb67969316d2e,Rabat,leilaware@repetwire.com,-6.7795,33.93867,Point,Repetwire,http://placehold.it/150x150
5a0c687dfd3eb67969316d2f,Rabat,leilaware@grupoli.com,-6.82952,33.86433,Point,Grupoli,http://placehold.it/150x150
5a0c687dfd3eb67969316d30,Rabat,leilaware@comtrail.com,-6.83662,33.92165,Point,Comtrail,http://placehold.it/150x150
5a0c687dfd3eb67969316d31,Rabat,leilaware@pasturia.com,-6.7777,33.97911,Point,Pasturia,http://placehold.it/150x150
5a0c687dfd3eb67969316d32,Rabat,leilaware@mangelica.com,-6.83451,33.85529,Point,Mangelica,http://placehold.it/150x150
5a0c687dfd3eb67969316d33,Rabat,leilaware@delphide.com,-6.78017,33.9075,Point,Delphide,http://placehold.it/150x150
5a0c687dfd3eb67969316d34,Rabat,leilaware@franscene.com,-6.757,33.85657,Point,Franscene,http://placehold.it/150x150
5a0c687dfd3eb67969316d35,Rabat,leilaware@comtest.com,-6.77214,33.98496,Point,Comtest,http://placehold.it/150x150
5a0c687dfd3eb67969316d36,Rabat,leilaware@krag.com,-6.79633,33.83348,Point,Krag,http://placehold.it/150x150
5a0c687dfd3eb67969316d37,Rabat,leilaware@isotronic.com,-6.79018,33.86291,Point,Isotronic,http://placehold.it/150x150
5a0c687dfd3eb67969316d38,Rabat,leilaware@sultrax.com,-6.79318,33.92908,Point,Sultrax,http://placehold.it/150x150
5a0c687dfd3eb67969316d39,Rabat,leilaware@veraq.com,-6.76394,33.88376,Point,Veraq,http://placehold.it/150x150
5a0c687dfd3eb67969316d3a,Rabat,leilaware@plasmos.com,-6.79591,33.83437,Point,Plasmos,http://placehold.it/150x150
5a0c687dfd3eb67969316d3b,Rabat,leilaware@comstruct.com,-6.81188,33.83033,Point,Comstruct,http://placehold.it/150x150
5a0c687dfd3eb67969316d3c,Rabat,leilaware@isosphere.com,-6.82254,33.80692,Point,Isosphere,http://placehold.it/150x150
5a0c687dfd3eb67969316d3d,Rabat,leilaware@diginetic.com,-6.77412,33.94772,Point,Diginetic,http://placehold.it/150x150
5a0c687dfd3eb67969316d3e,Rabat,leilaware@digiprint.com,-6.82925,33.91411,Point,Digiprint,http://placehold.it/150x150
5a0c687dfd3eb67969316d3f,Rabat,leilaware@zaj.com,-6.80406,33.9023,Point,Zaj,http://placehold.it/150x150
5a0c687dfd3eb67969316d40,Rabat,leilaware@bluplanet.com,-6.78665,33.97746,Point,Bluplanet,http://placehold.it/150x150
5a0c687dfd3eb67969316d41,Rabat,leilaware@zizzle.com,-6.84065,33.96044,Point,Zizzle,http://placehold.it/150x150
5a0c689efd3eb67969316d42,Rabat,leilaware@viasia.com,-6.78266,33.8526,Point,Viasia,http://placehold.it/150x150
5a0c689efd3eb67969316d43,Rabat,leilaware@skyplex.com,-6.83191,33.95952,Point,Skyplex,http://placehold.it/150x150
5a0c689efd3eb67969316d44,Rabat,leilaware@capscreen.com,-6.83952,33.90985,Point,Capscreen,http://placehold.it/150x150
5a0c689efd3eb67969316d45,Rabat,leilaware@zaya.com,-6.81268,33.91896,Point,Zaya,http://placehold.it/150x150
5a0c689efd3eb67969316d46,Rabat,leilaware@elpro.com,-6.75786,33.86421,Point,Elpro,http://placehold.it/150x150
5a0c689efd3eb67969316d47,Rabat,leilaware@ovium.com,-6.83239,33.97846,Point,Ovium,http://placehold.it/150x150
5a0c689efd3eb67969316d48,Rabat,leilaware@sportan.com,-6.78146,33.80955,Point,Sportan,http://placehold.it/150x150
5a0c689efd3eb67969316d49,Rabat,leilaware@imaginart.com,-6.83928,33.80205,Point,Imaginart,http://placehold.it/150x150
5a0c689efd3eb67969316d4a,Rabat,leilaware@otherway.com,-6.8173,33.89579,Point,Otherway,http://placehold.it/150x150
5a0c689efd3eb67969316d4b,Rabat,leilaware@nitracyr.com,-6.75817,33.90178,Point,Nitracyr,http://placehold.it/150x150
5a0c689efd3eb67969316d4c,Rabat,leilaware@flyboyz.com,-6.84326,33.84391,Point,Flyboyz,http://placehold.it/150x150
5a0c689efd3eb67969316d4d,Rabat,leilaware@ultrasure.com,-6.77748,33.84626,Point,Ultrasure,http://placehold.it/150x150
5a0c689efd3eb67969316d4e,Rabat,leilaware@geekular.com,-6.7484,33.84443,Point,Geekular,http://placehold.it/150x150
5a0c689efd3eb67969316d4f,Rabat,leilaware@bedlam.com,-6.7963,33.81976,Point,Bedlam,http://placehold.it/150x150
5a0c689efd3eb67969316d50,Rabat,leilaware@speedbolt.com,-6.77091,33.86472,Point,Speedbolt,http://placehold.it/150x150
5a0c689efd3eb67969316d51,Rabat,leilaware@zaggles.com,-6.77643,33.90772,Point,Zaggles,http://placehold.it/150x150
5a0c689efd3eb67969316d52,Rabat,leilaware@anixang.com,-6.81077,33.89655,Point,Anixang,http://placehold.it/150x150
5a0c689efd3eb67969316d53,Rabat,leilaware@gonkle.com,-6.79612,33.84739,Point,Gonkle,http://placehold.it/150x150
5a0c689efd3eb67969316d54,Rabat,leilaware@besto.com,-6.83368,33.95549,Point,Besto,http://placehold.it/150x150
5a0c689efd3eb67969316d55,Rabat,leilaware@nipaz.com,-6.77913,33.98259,Point,Nipaz,http://placehold.it/150x150
5a0c689efd3eb67969316d56,Rabat,leilaware@tropoli.com,-6.75627,33.87953,Point,Tropoli,http://placehold.it/150x150
5a0c689efd3eb67969316d57,Rabat,leilaware@quilch.com,-6.81153,33.96788,Point,Quilch,http://placehold.it/150x150
5a0c689efd3eb67969316d58,Rabat,leilaware@waretel.com,-6.78895,33.97824,Point,Waretel,http://placehold.it/150x150
5a0c689efd3eb67969316d59,Rabat,leilaware@senmao.com,-6.79473,33.8573,Point,Senmao,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d5a,Rabat,leilaware@datacator.com,-6.7827,33.95476,Point,Datacator,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d5b,Rabat,leilaware@zensure.com,-6.80316,33.94916,Point,Zensure,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d5c,Rabat,leilaware@zillidium.com,-6.80883,33.96045,Point,Zillidium,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d5d,Rabat,leilaware@apextri.com,-6.79806,33.90886,Point,Apextri,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d5e,Rabat,leilaware@bittor.com,-6.82572,33.86219,Point,Bittor,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d5f,Rabat,leilaware@elemantra.com,-6.80786,33.87471,Point,Elemantra,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d60,Rabat,leilaware@panzent.com,-6.82365,33.84756,Point,Panzent,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d61,Rabat,leilaware@inear.com,-6.75358,33.91787,Point,Inear,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d62,Rabat,leilaware@rockabye.com,-6.74976,33.91279,Point,Rockabye,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d63,Rabat,leilaware@dadabase.com,-6.80423,33.86394,Point,Dadabase,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d64,Rabat,leilaware@everest.com,-6.7752,33.85257,Point,Everest,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d65,Rabat,leilaware@colaire.com,-6.84071,33.92175,Point,Colaire,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d66,Rabat,leilaware@comcur.com,-6.80501,33.96619,Point,Comcur,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d67,Rabat,leilaware@pholio.com,-6.83499,33.94669,Point,Pholio,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d68,Rabat,leilaware@datagen.com,-6.76886,33.97208,Point,Datagen,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d69,Rabat,leilaware@progenex.com,-6.78666,33.86607,Point,Progenex,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d6a,Rabat,leilaware@nixelt.com,-6.78839,33.82126,Point,Nixelt,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d6b,Rabat,leilaware@kozgene.com,-6.75328,33.84881,Point,Kozgene,http://placehold.it/150x150
5a0c6b1dfd3eb67969316d6c,Rabat,leilaware@buzzness.com,-6.84414,33.93806,Point,Buzzness,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d6d,Rabat,leilaware@mondicil.com,-6.74722,33.85523,Point,Mondicil,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d6e,Rabat,leilaware@filodyne.com,-6.747,33.98196,Point,Filodyne,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d6f,Rabat,leilaware@sultrax.com,-6.77017,33.84833,Point,Sultrax,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d70,Rabat,leilaware@orbixtar.com,-6.75851,33.90786,Point,Orbixtar,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d71,Rabat,leilaware@injoy.com,-6.76261,33.83654,Point,Injoy,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d72,Rabat,leilaware@corporana.com,-6.78686,33.97273,Point,Corporana,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d73,Rabat,leilaware@trollery.com,-6.84009,33.94218,Point,Trollery,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d74,Rabat,leilaware@suretech.com,-6.75684,33.92775,Point,Suretech,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d75,Rabat,leilaware@medicroix.com,-6.81207,33.96851,Point,Medicroix,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d76,Rabat,leilaware@zilidium.com,-6.80404,33.88483,Point,Zilidium,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d77,Rabat,leilaware@evidends.com,-6.78372,33.93306,Point,Evidends,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d78,Rabat,leilaware@obones.com,-6.75019,33.89847,Point,Obones,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d79,Rabat,leilaware@bovis.com,-6.81018,33.98705,Point,Bovis,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d7a,Rabat,leilaware@vitricomp.com,-6.77941,33.89834,Point,Vitricomp,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d7b,Rabat,leilaware@apextri.com,-6.75586,33.94091,Point,Apextri,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d7c,Rabat,leilaware@tropoli.com,-6.83355,33.98069,Point,Tropoli,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d7d,Rabat,leilaware@comvoy.com,-6.79748,33.83104,Point,Comvoy,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d7e,Rabat,leilaware@eyeris.com,-6.79578,33.98654,Point,Eyeris,http://placehold.it/150x150
5a0c6b2dfd3eb67969316d7f,Rabat,leilaware@genesynk.com,-6.78956,33.93169,Point,Genesynk,http://placehold.it/150x150
